CD_GEOCMU6DIG;CD_GEOCMU;NM_MUNICIP;LONG;LAT;POP_MUN;DATA;Casos;Obitos;Letalidade;Prevalencia_casos
292280;2922805;NOVA ITARANA;-40,034579;-13,046495;8226;05/06/2020;0;0;NA;0
292285;2922854;NOVA REDENÇÃO;-41,091235;-12,800116;9118;05/06/2020;0;0;NA;0
292290;2922904;NOVA SOURE;-38,556622;-11,302698;26947;05/06/2020;16;0;0;59,38
292300;2923001;NOVA VIÇOSA;-39,715402;-17,899666;43376;05/06/2020;60;0;0;138,33
292303;2923035;NOVO HORIZONTE;-42,128664;-12,840873;12385;05/06/2020;0;0;NA;0
292305;2923050;NOVO TRIUNFO;-38,449429;-10,36816;15440;05/06/2020;2;0;0;12,95
292310;2923100;OLINDINA;-38,354792;-11,434911;28229;05/06/2020;2;0;0;7,08
292320;2923209;OLIVEIRA DOS BREJINHOS;-42,734881;-12,283355;21825;05/06/2020;14;0;0;64,15
292330;2923308;OURIÇANGAS;-38,653673;-12,009336;8564;05/06/2020;2;0;0;23,35
292335;2923357;OUROLÂNDIA;-41,137091;-10,847911;17451;05/06/2020;1;0;0;5,73
292340;2923407;PALMAS DE MONTE ALTO;-43,217804;-14,175408;21750;05/06/2020;15;0;0;68,97
292350;2923506;PALMEIRAS;-41,553922;-12,552429;9019;05/06/2020;2;0;0;22,18
292360;2923605;PARAMIRIM;-42,240359;-13,519656;21607;05/06/2020;5;1;20;23,14
292370;2923704;PARATINGA;-43,064445;-12,690719;32000;05/06/2020;2;0;0;6,25
292380;2923803;PARIPIRANGA;-37,900819;-10,616713;28989;05/06/2020;3;0;0;10,35
292390;2923902;PAU BRASIL;-39,690474;-15,468285;9831;05/06/2020;16;2;12,5;162,75
292400;2924009;PAULO AFONSO;-38,293546;-9,539588;117782;05/06/2020;53;0;0;45
292405;2924058;PÉ DE SERRA;-39,609677;-11,872035;13578;05/06/2020;1;0;0;7,36
292410;2924108;PEDRÃO;-38,640544;-12,12957;7347;05/06/2020;0;0;NA;0
292420;2924207;PEDRO ALEXANDRE;-37,950336;-10,063191;16667;05/06/2020;1;0;0;6
292430;2924306;PIATÃ;-41,877448;-13,04604;17123;05/06/2020;1;0;0;5,84
292440;2924405;PILÃO ARCADO;-43,116428;-10,007667;35048;05/06/2020;44;0;0;125,54
292450;2924504;PINDAÍ;-42,678568;-14,471618;16260;05/06/2020;4;0;0;24,6
292460;2924603;PINDOBAÇU;-40,340971;-10,72387;20150;05/06/2020;3;0;0;14,89
292465;2924652;PINTADAS;-39,897979;-11,868874;10437;05/06/2020;2;0;0;19,16
292467;2924678;PIRAÍ DO NORTE;-39,376851;-13,805445;10023;05/06/2020;4;0;0;39,91
292470;2924702;PIRIPÁ;-41,716107;-15,003902;10707;05/06/2020;18;0;0;168,11
292480;2924801;PIRITIBA;-40,605378;-11,694956;24755;05/06/2020;3;0;0;12,12
292490;2924900;PLANALTINO;-40,303187;-13,186496;9322;05/06/2020;0;0;NA;0
292500;2925006;PLANALTO;-40,457387;-14,708578;26265;05/06/2020;2;0;0;7,61
292510;2925105;POÇÕES;-40,382614;-14,536483;46871;05/06/2020;1;0;0;2,13
292520;2925204;POJUCA;-38,252964;-12,361734;39519;05/06/2020;53;0;0;134,11
292525;2925253;PONTO NOVO;-40,105711;-10,958925;14914;05/06/2020;4;1;25;26,82
292530;2925303;PORTO SEGURO;-39,279104;-16,625016;148686;05/06/2020;158;1;0,63;106,26
292540;2925402;POTIRAGUÁ;-39,772076;-15,681223;7224;05/06/2020;12;0;0;166,11
292550;2925501;PRADO;-39,352013;-17,129693;28174;05/06/2020;20;0;0;70,99
292560;2925600;PRESIDENTE DUTRA;-41,99531;-11,303399;15142;05/06/2020;3;0;0;19,81
292570;2925709;PRESIDENTE JÂNIO QUADROS;-41,72582;-14,696427;12338;05/06/2020;0;0;NA;0
292575;2925758;PRESIDENTE TANCREDO NEVES;-39,417648;-13,449235;27719;05/06/2020;2;0;0;7,22
292580;2925808;QUEIMADAS;-39,752452;-11,056724;25439;05/06/2020;20;0;0;78,62
292590;2925907;QUIJINGUE;-39,049783;-10,778079;27580;05/06/2020;0;0;NA;0
292593;2925931;QUIXABEIRA;-40,118614;-11,392515;8972;05/06/2020;7;0;0;78,02
292595;2925956;RAFAEL JAMBEIRO;-39,574079;-12,478738;22621;05/06/2020;9;0;0;39,79
292600;2926004;REMANSO;-42,25422;-9,598436;41008;05/06/2020;28;1;3,57;68,28
292610;2926103;RETIROLÂNDIA;-39,416695;-11,503042;14396;05/06/2020;18;0;0;125,03
292620;2926202;RIACHÃO DAS NEVES;-45,217792;-11,623038;22339;05/06/2020;2;0;0;8,95
292630;2926301;RIACHÃO DO JACUÍPE;-39,423475;-11,801011;33436;05/06/2020;13;1;7,69;38,88
292640;2926400;RIACHO DE SANTANA;-43,049694;-13,633176;35421;05/06/2020;10;0;0;28,23
292650;2926509;RIBEIRA DO AMPARO;-38,383809;-10,972639;14592;05/06/2020;3;0;0;20,56
292660;2926608;RIBEIRA DO POMBAL;-38,551265;-10,797554;53807;05/06/2020;29;1;3,45;53,9
292665;2926657;RIBEIRÃO DO LARGO;-40,651847;-15,427224;5812;05/06/2020;1;0;0;17,21
292670;2926707;RIO DE CONTAS;-41,746577;-13,581612;12989;05/06/2020;0;0;NA;0
292680;2926806;RIO DO ANTÔNIO;-42,084136;-14,310255;15371;05/06/2020;4;0;0;26,02
292690;2926905;RIO DO PIRES;-42,147712;-13,134756;11655;05/06/2020;3;0;0;25,74
292700;2927002;RIO REAL;-37,912748;-11,547921;40732;05/06/2020;20;0;0;49,1
292710;2927101;RODELAS;-38,692464;-9,183933;9331;05/06/2020;6;0;0;64,3
292720;2927200;RUY BARBOSA;-40,629652;-12,243549;30814;05/06/2020;7;0;0;22,72
292730;2927309;SALINAS DA MARGARIDA;-38,758373;-12,885294;15667;05/06/2020;5;0;0;31,91
292740;2927408;SALVADOR;-38,51462;-12,873507;2872347;05/06/2020;15173;558;3,68;528,24
292750;2927507;SANTA BÁRBARA;-38,982309;-11,939431;20791;05/06/2020;24;0;0;115,43
292760;2927606;SANTA BRÍGIDA;-38,150149;-9,763086;14213;05/06/2020;1;0;0;7,04
292770;2927705;SANTA CRUZ CABRÁLIA;-39,200954;-16,229178;27778;05/06/2020;38;0;0;136,8
292780;2927804;SANTA CRUZ DA VITÓRIA;-39,814773;-14,891688;6315;05/06/2020;6;1;16,67;95,01
292790;2927903;SANTA INÊS;-39,848806;-13,284706;10631;05/06/2020;3;0;0;28,22
292800;2928000;SANTALUZ;-39,485235;-11,220236;37348;05/06/2020;12;0;0;32,13
292805;2928059;SANTA LUZIA;-39,244959;-15,448212;12597;05/06/2020;6;0;0;47,63
292810;2928109;SANTA MARIA DA VITÓRIA;-44,379979;-13,21835;39845;05/06/2020;2;0;0;5,02
292820;2928208;SANTANA;-43,942383;-13,065657;26614;05/06/2020;0;0;NA;0
292830;2928307;SANTANÓPOLIS;-38,862259;-11,975172;8943;05/06/2020;7;0;0;78,27
292840;2928406;SANTA RITA DE CÁSSIA;-44,555833;-11,007987;28338;05/06/2020;5;0;0;17,64
292850;2928505;SANTA TERESINHA;-39,571741;-12,734162;10405;05/06/2020;12;0;0;115,33
292860;2928604;SANTO AMARO;-38,763265;-12,56572;60069;05/06/2020;32;1;3,12;53,27
292870;2928703;SANTO ANTÔNIO DE JESUS;-39,226621;-13,008297;101512;05/06/2020;76;2;2,63;74,87
292880;2928802;SANTO ESTÊVÃO;-39,269012;-12,468336;52850;05/06/2020;10;0;0;18,92
292890;2928901;SÃO DESIDÉRIO;-45,490189;-12,804393;33742;05/06/2020;23;0;0;68,16
292895;2928950;SÃO DOMINGOS;-39,580388;-11,454355;9058;05/06/2020;4;0;0;44,16
292900;2929008;SÃO FÉLIX;-38,999026;-12,675042;14740;05/06/2020;4;0;0;27,14
292905;2929057;SÃO FÉLIX DO CORIBE;-44,029673;-13,551946;15391;05/06/2020;0;0;NA;0
292910;2929107;SÃO FELIPE;-39,094662;-12,845312;21074;05/06/2020;2;0;0;9,49
292920;2929206;SÃO FRANCISCO DO CONDE;-38,632045;-12,650808;39802;05/06/2020;75;2;2,67;188,43
292925;2929255;SÃO GABRIEL;-41,698253;-11,066448;18793;05/06/2020;0;0;NA;0
292930;2929305;SÃO GONÇALO DOS CAMPOS;-38,941374;-12,417177;37550;05/06/2020;12;0;0;31,96
292935;2929354;SÃO JOSÉ DA VITÓRIA;-39,353795;-15,073448;5657;05/06/2020;16;1;6,25;282,84
292937;2929370;SÃO JOSÉ DO JACUÍPE;-39,910341;-11,440049;10462;05/06/2020;2;0;0;19,12
292940;2929404;SÃO MIGUEL DAS MATAS;-39,42337;-13,054075;11675;05/06/2020;0;0;NA;0
292950;2929503;SÃO SEBASTIÃO DO PASSÉ;-38,498164;-12,517206;44300;05/06/2020;84;1;1,19;189,62
292960;2929602;SAPEAÇU;-39,212869;-12,725894;17398;05/06/2020;3;0;0;17,24
292970;2929701;SÁTIRO DIAS;-38,588847;-11,565622;17273;05/06/2020;7;0;0;40,53
292975;2929750;SAUBARA;-38,769328;-12,775374;12043;05/06/2020;20;2;10;166,07
292980;2929800;SAÚDE;-40,381343;-10,912534;12913;05/06/2020;1;0;0;7,74
292990;2929909;SEABRA;-41,884755;-12,417698;44091;05/06/2020;20;1;5;45,36
293000;2930006;SEBASTIÃO LARANJEIRAS;-43,127285;-14,573409;11434;05/06/2020;0;0;NA;0
293010;2930105;SENHOR DO BONFIM;-40,115243;-10,484163;79015;05/06/2020;54;1;1,85;68,34
293015;2930154;SERRA DO RAMALHO;-43,676195;-13,484295;31472;05/06/2020;3;0;0;9,53
293020;2930204;SENTO SÉ;-41,638028;-10,101683;40684;05/06/2020;3;0;0;7,37
293030;2930303;SERRA DOURADA;-43,797591;-12,806269;17386;05/06/2020;0;0;NA;0
293040;2930402;SERRA PRETA;-39,378587;-12,095383;14878;05/06/2020;6;0;0;40,33
293050;2930501;SERRINHA;-38,99379;-11,665667;80861;05/06/2020;63;0;0;77,91
293060;2930600;SERROLÂNDIA;-40,260883;-11,429022;13397;05/06/2020;2;0;0;14,93
293070;2930709;SIMÕES FILHO;-38,400778;-12,768072;134377;05/06/2020;246;7;2,85;183,07
293075;2930758;SÍTIO DO MATO;-43,474997;-12,855222;13012;05/06/2020;0;0;NA;0
293076;2930766;SÍTIO DO QUINTO;-38,156417;-10,328224;9986;05/06/2020;1;0;0;10,01
293077;2930774;SOBRADINHO;-40,863997;-9,645748;23191;05/06/2020;36;2;5,56;155,23
293080;2930808;SOUTO SOARES;-41,789614;-12,02762;16979;05/06/2020;1;0;0;5,89
293090;2930907;TABOCAS DO BREJO VELHO;-44,155648;-12,479855;12518;05/06/2020;0;0;NA;0
293100;2931004;TANHAÇU;-41,195412;-14,145964;20403;05/06/2020;0;0;NA;0
293105;2931053;TANQUE NOVO;-42,537536;-13,556042;17366;05/06/2020;1;0;0;5,76
293110;2931103;TANQUINHO;-39,094255;-11,95834;7918;05/06/2020;1;0;0;12,63
293120;2931202;TAPEROÁ;-39,227909;-13,572671;21074;05/06/2020;11;0;0;52,2
293130;2931301;TAPIRAMUTÁ;-40,791362;-11,87617;17010;05/06/2020;0;0;NA;0
293135;2931350;TEIXEIRA DE FREITAS;-39,786881;-17,424098;160487;05/06/2020;181;0;0;112,78
293140;2931400;TEODORO SAMPAIO;-38,615125;-12,267302;7425;05/06/2020;0;0;NA;0
293150;2931509;TEOFILÂNDIA;-38,950989;-11,470751;22518;05/06/2020;15;0;0;66,61
293160;2931608;TEOLÂNDIA;-39,497486;-13,554404;14943;05/06/2020;0;0;NA;0
293170;2931707;TERRA NOVA;-38,599769;-12,396818;13033;05/06/2020;4;0;0;30,69
293180;2931806;TREMEDAL;-41,471966;-15,05356;16394;05/06/2020;1;0;0;6,1
293190;2931905;TUCANO;-38,811942;-11,033334;50687;05/06/2020;5;0;0;9,86
293200;2932002;UAUÁ;-39,464074;-9,905838;24240;05/06/2020;1;0;0;4,13
293210;2932101;UBAÍRA;-39,67932;-13,275977;19895;05/06/2020;0;0;NA;0
293220;2932200;UBAITABA;-39,421811;-14,267538;19056;05/06/2020;21;1;4,76;110,2
293230;2932309;UBATÃ;-39,521853;-14,096416;27035;05/06/2020;28;0;0;103,57
293240;2932408;UIBAÍ;-42,103988;-11,379928;13887;05/06/2020;0;0;NA;0
293245;2932457;UMBURANAS;-41,246863;-10,575849;19222;05/06/2020;49;0;0;254,92
293250;2932507;UNA;-39,151395;-15,219145;19002;05/06/2020;8;0;0;42,1
293260;2932606;URANDI;-42,684008;-14,736562;16658;05/06/2020;89;2;2,25;534,28
293270;2932705;URUÇUCA;-39,231581;-14,527408;20519;05/06/2020;132;11;8,33;643,31
293280;2932804;UTINGA;-41,068969;-12,052173;19178;05/06/2020;1;1;100;5,21
293290;2932903;VALENÇA;-39,193921;-13,347412;96562;05/06/2020;88;2;2,27;91,13
293300;2933000;VALENTE;-39,449693;-11,376754;28473;05/06/2020;69;1;1,45;242,33
293305;2933059;VÁRZEA DA ROÇA;-40,066703;-11,598455;14104;05/06/2020;2;1;50;14,18
293310;2933109;VÁRZEA DO POÇO;-40,315682;-11,541103;9170;05/06/2020;0;0;NA;0
293315;2933158;VÁRZEA NOVA;-41,019918;-11,123051;12697;05/06/2020;1;0;0;7,88
293317;2933174;VARZEDO;-39,391754;-12,956569;8838;05/06/2020;2;0;0;22,63
293320;2933208;VERA CRUZ;-38,695724;-13,006682;43223;05/06/2020;28;2;7,14;64,78
293325;2933257;VEREDA;-39,96014;-17,189142;6205;05/06/2020;8;1;12,5;128,93
293330;2933307;VITÓRIA DA CONQUISTA;-40,902081;-14,974801;338480;05/06/2020;211;5;2,37;62,34
293340;2933406;WAGNER;-41,145974;-12,231382;9345;05/06/2020;0;0;NA;0
293345;2933455;WANDERLEY;-43,906735;-11,808922;12238;05/06/2020;1;0;0;8,17
293350;2933505;WENCESLAU GUIMARÃES;-39,619219;-13,628543;21101;05/06/2020;24;1;4,17;113,74
293360;2933604;XIQUE-XIQUE;-42,780133;-10,984262;46483;05/06/2020;25;0;0;53,78
999998;9999989;OUTROS ESTADOS;NA;NA;NA;05/06/2020;104;4;0;NA
999999;9999999;MUNICIPIOS NOVOS COM LPI DIFERENTE DA RESIDÊNCIA*;NA;NA;NA;05/06/2020;34;0;0;NA
